product_type,sales_office,sales_volume,gross_sales,raw_materials,packaging,other_direct_cost,variable_manufacturing,fixed_manufacturing,warehouse,trans_primary,trans_delivery,month
CAN HF,North,-2,-11,-56564,-3,0,0,-1,0,0,0,2
CAN HF,North,207,1309,7268531,384,18,20,71,16,9,31,2
PET HF,South,289,1805,13979927,374,25,140,100,22,13,45,2
PET HF,South,579,3600,27959854,748,51,279,199,45,26,90,2
PET HF,South,192,1199,9281119,248,17,93,66,15,8,30,2
PET HF,Central,327,2036,15805085,423,29,158,113,25,14,51,2
PET HF,North,1614,10108,78015760,2088,142,779,555,125,71,250,2
PET HF,North,815,5068,39376794,1054,72,393,280,63,36,126,2
PET HF,South,405,1862,11696418,477,36,174,139,31,41,43,2
PET HF,South,1360,6230,39266547,1600,120,584,468,105,138,145,2
PET HF,South,470,2154,13576200,553,41,202,162,36,48,50,2
PET HF,Central,810,3662,23392836,953,71,348,279,63,82,86,2
PET HF,South,170,1063,7513553,214,15,63,59,13,14,26,2
PET HF,South,145,900,6379432,182,13,54,50,11,12,22,2
PET HF,South,47,295,2091036,60,4,18,16,4,4,7,2
PET HF,North,363,2300,16019463,457,32,134,125,28,29,56,2
PET HF,North,42,256,1842947,53,4,15,14,3,3,6,2
PET HF,South,222,1219,9676689,330,20,82,136,17,23,41,2
PET HF,South,1795,9835,78325084,2668,158,666,1101,139,188,331,2
PET HF,South,493,2700,21492066,732,43,183,302,38,51,91,2
PET HF,Central,4070,22313,177581266,6049,359,1509,2496,316,425,751,2
PET HF,North,918,5063,40039053,1364,81,340,563,71,96,169,2
PET HF,North,4106,22510,179158987,6103,362,1523,2519,318,429,757,2
PET HF,South,739,4060,32009102,1097,65,274,453,57,77,136,2
PET HF,South,3824,20948,165722863,5677,337,1418,2345,296,399,705,2
PET HF,South,1467,8043,63600241,2179,129,544,900,114,153,271,2
PET HF,Central,4244,23428,183939142,6301,374,1574,2603,329,443,783,2
PET HF,North,1025,5653,44408712,1521,90,380,628,79,107,189,2
PET HF,North,7052,38497,305671258,10472,621,2615,4325,547,737,1301,2
PET HF,South,539,2964,14954898,685,48,289,186,42,48,100,2
PET HF,South,2411,13208,66862437,3063,212,1293,829,187,216,448,2
PET HF,South,1352,7408,37487540,1718,119,725,465,105,121,251,2
PET HF,Central,579,3168,16046985,735,51,310,199,45,52,108,2
PET HF,North,96,532,2674498,123,8,52,33,7,9,18,2
PET HF,North,682,3741,18922070,867,60,366,235,53,61,127,2
PET HF,South,2436,13389,66036753,3107,215,969,838,189,218,453,2
PET HF,South,6123,33548,166017833,7811,540,2435,2107,475,548,1139,2
PET HF,South,6260,34330,169721643,7986,552,2490,2154,485,560,1164,2
PET HF,Central,2412,13178,65383138,3076,213,959,830,187,216,448,2
PET HF,North,289,1596,7843362,369,25,115,100,22,26,54,2
PET HF,North,1369,7506,37103460,1746,121,544,471,106,122,254,2
PET HF,South,34368,157989,866729947,39140,3029,12860,11824,2665,3035,6641,2
PET HF,South,104215,477193,2628176984,118685,9183,38995,35853,8080,9203,20138,2
PET HF,South,150878,691021,3804974464,171828,13295,56456,51906,11698,13323,29155,2
PET HF,Central,10338,46646,260699917,11773,911,3868,3556,801,913,1998,2
PET HF,North,8503,38595,214432977,9684,749,3182,2925,659,751,1643,2
PET HF,North,6575,29607,165815199,7488,579,2460,2262,510,581,1271,2
PET HF,South,175038,1092311,5738521140,211034,15424,80817,60218,13571,16967,19992,2
PET HF,South,131071,815574,4297100275,158025,11550,60517,45092,10162,12705,14970,2
PET HF,South,80905,504057,2652423049,97543,7129,37355,27833,6273,7843,9241,2
PET HF,Central,3308,19991,108464866,3989,292,1528,1138,257,321,378,2
PET HF,North,4845,30333,158837666,5841,427,2237,1667,376,470,553,2
PET HF,North,6721,41853,220354659,8104,592,3103,2312,521,652,768,2
PET HF,South,116,532,3055393,136,10,54,40,9,12,37,2
PET HF,South,463,2119,12221576,546,41,215,159,36,47,150,2
PET HF,South,366,1675,9654195,431,32,170,126,28,37,118,2
PET HF,Central,33,148,869939,39,3,15,11,3,3,11,2
PET HF,North,1677,7612,44281993,1978,148,778,577,130,171,543,2
PET HF,North,2095,9430,55315359,2471,185,972,721,162,214,678,2
PET HF,South,844,5266,28962588,999,74,370,290,65,113,95,2
PET HF,South,651,4050,22342568,771,57,285,224,50,87,74,2
PET HF,South,1073,6675,36823861,1270,95,470,369,83,143,121,2
PET HF,Central,-1,-6,-27583,-1,0,0,0,0,0,0,2
PET HF,North,-1,-6,-27583,-1,0,0,0,0,0,0,2
PET HF,South,3857,24071,145632992,4731,340,1642,1327,299,63,428,2
PET HF,South,6738,41926,254402633,8265,594,2868,2318,522,111,748,2
PET HF,South,4040,25148,152520219,4955,356,1720,1390,313,66,449,2
PET HF,Central,7067,43165,266811777,8668,623,3008,2431,548,116,785,2
PET HF,North,1856,11404,70085877,2277,164,790,639,144,31,206,2
PET HF,North,4314,26343,162866230,5291,380,1836,1484,334,71,479,2
PET HF,South,48,297,1432399,60,4,22,17,4,0,7,2
PET HF,South,-14,-105,-429720,-18,-1,-7,-5,-1,0,-2,2
PET HF,Central,-4,-29,-119366,-5,0,-2,-1,0,0,-1,2
PET HF,North,-1,-6,-23873,-1,0,0,0,0,0,0,2
CAN HF,South,-2,-19,-115633,-4,0,-3,-1,0,0,0,2
CAN HF,North,-2,-13,-77089,-3,0,-2,-1,0,0,0,2
CAN HF,South,-2,-19,-110812,-4,0,-3,-1,0,0,0,2
CAN HF,Central,84,622,3841474,147,7,104,29,6,4,6,2
CAN CF,South,5992,47422,155265223,9907,528,798,2062,465,385,783,2
CAN CF,South,3390,26795,87824688,5604,299,451,1166,263,218,443,2
CAN CF,South,1563,12362,40497634,2584,138,208,538,121,100,204,2
CAN CF,Central,1733,13716,44890951,2864,153,231,596,134,111,226,2
CAN CF,North,838,6643,21716726,1386,74,112,288,65,54,110,2
CAN CF,North,657,5210,17031911,1087,58,87,226,51,42,86,2
CAN CF,South,4173,31065,116235544,6607,368,650,1436,324,268,545,2
CAN CF,South,1030,7660,28695160,1631,91,160,354,80,66,135,2
CAN CF,South,700,5207,19495698,1108,62,109,241,54,45,91,2
CAN CF,Central,219,1628,6088209,346,19,34,75,17,14,29,2
CAN CF,North,879,6555,24487133,1392,77,137,302,68,56,115,2
CAN CF,North,303,2259,8438437,480,27,47,104,23,19,40,2
PET CF,North,629,3091,16295664,743,55,93,216,49,0,155,2
PET CF,North,84,411,2164431,99,7,12,29,6,0,21,2
PET CF,South,9879,55760,302380348,9889,871,1732,3399,766,600,2009,2
PET CF,South,7603,42846,232700542,7611,670,1333,2616,589,462,1546,2
PET CF,South,5043,28439,154338432,5048,444,884,1735,391,306,1025,2
PET CF,Central,1043,5890,31925305,1044,92,183,359,81,63,212,2
PET CF,North,1000,5659,30621728,1001,88,175,344,78,61,203,2
PET CF,North,679,3841,20783423,680,60,119,234,53,41,138,2
PET CF,North,2,15,94599,3,0,1,1,0,0,1,2
PET CF,South,3352,27443,197286602,3857,295,941,1153,260,119,883,2
PET CF,South,897,7335,52786346,1032,79,252,309,70,32,236,2
PET CF,South,935,7654,55056727,1076,82,263,322,73,33,246,2
PET CF,Central,270,2211,15892664,311,24,76,93,21,10,71,2
PET CF,North,1449,11880,85281167,1667,128,407,498,112,52,382,2
PET CF,North,261,2142,15372368,301,23,73,90,20,9,69,2
PMX,South,4,149,1549591,7,0,4,1,0,1,1,2
PMX,South,16,595,6198365,29,1,15,6,1,3,4,2
PMX,South,10,387,4028938,19,1,10,4,1,2,3,2
PMX,Central,3,119,1239673,6,0,3,1,0,1,1,2
PMX,North,13,476,4958691,23,1,12,4,1,3,3,2
PMX,North,29,1072,11157058,52,3,28,10,2,6,8,2
CAN CF,South,6271,49629,162122568,10050,553,885,2157,486,403,819,2
CAN CF,South,1559,12324,40302125,2498,137,220,536,121,100,204,2
CAN CF,South,1359,10748,35129327,2178,120,192,467,105,87,178,2
CAN CF,Central,521,4122,13461742,834,46,74,179,40,33,68,2
CAN CF,North,689,5458,17803567,1104,61,97,237,53,44,90,2
CAN CF,North,464,3675,11986766,743,41,65,160,36,30,61,2
PET CF,North,248,1220,6399047,298,22,38,85,19,0,61,2
PET CF,North,6,28,144962,7,0,1,2,0,0,1,2
PET CF,South,5646,31867,172036642,5731,498,1030,1942,438,343,1148,2
PET CF,South,4183,23572,127448153,4245,369,763,1439,324,254,851,2
PET CF,South,3438,19388,104749895,3489,303,627,1183,267,209,699,2
PET CF,Central,450,2541,13712002,457,40,82,155,35,27,92,2
PET CF,North,117,659,3550429,118,10,21,40,9,7,24,2
PET CF,North,1,5,31378,1,0,0,0,0,0,0,2
PET CF,South,3213,26305,188168988,3811,283,971,1105,249,114,846,2
PET CF,South,572,4680,33510835,679,50,173,197,44,20,151,2
PET CF,South,975,7977,57090791,1156,86,295,335,76,35,257,2
PET CF,Central,262,2146,15343444,311,23,79,90,20,9,69,2
PET CF,North,873,7156,51113437,1035,77,264,300,68,31,230,2
PET CF,North,343,2814,20097087,407,30,104,118,27,12,90,2
PMX,South,1,15,154114,1,0,0,0,0,0,0,2
PMX,South,10,178,1849363,14,1,6,3,1,0,2,2
PMX,North,2,30,308227,2,0,1,1,0,0,0,2
CAN CF,South,2500,17925,64261576,4019,220,236,860,194,351,560,2
CAN CF,South,1541,11033,39598021,2477,136,145,530,119,217,345,2
CAN CF,South,1107,7929,28443647,1779,98,104,381,86,156,248,2
CAN CF,Central,244,1752,6279498,393,22,23,84,19,34,55,2
CAN CF,North,547,3930,14066903,880,48,52,188,42,77,123,2
CAN CF,North,569,4087,14624621,915,50,54,196,44,80,127,2
CAN CF,South,5326,30062,137696564,8753,469,680,1832,413,178,595,2
CAN CF,South,1617,9112,41799259,2657,142,206,556,125,54,181,2
CAN CF,South,2348,13243,60704490,3859,207,300,808,182,79,262,2
CAN CF,Central,165,930,4258871,271,15,21,57,13,6,18,2
CAN CF,South,5403,40640,175405590,8980,476,743,1859,419,78,973,2
CAN CF,South,3342,25113,108509868,5555,295,460,1150,259,48,602,2
CAN CF,South,6181,46471,200687162,10274,545,850,2127,479,89,1113,2
CAN CF,Central,538,4052,17480551,895,47,74,185,42,8,97,2
CAN CF,North,845,6363,27420984,1404,74,116,291,65,12,152,2
CAN CF,North,559,4208,18132811,928,49,77,192,43,8,101,2
PET CF,North,1,4,20652,1,0,0,0,0,0,0,2
PET CF,North,1,4,20652,1,0,0,0,0,0,0,2
PET CF,South,2465,13915,74881605,2475,217,418,848,191,150,501,2
PET CF,South,1461,8233,44372478,1466,129,248,503,113,89,297,2
PET CF,South,1509,8511,45836915,1515,133,256,519,117,92,307,2
PET CF,Central,113,635,3417023,113,10,19,39,9,7,23,2
PET CF,North,111,627,3368208,111,10,19,38,9,7,23,2
PET CF,North,80,455,2440730,81,7,14,28,6,5,16,2
PET CF,South,1721,14093,100539212,1983,152,486,592,133,61,453,2
PET CF,South,486,3976,28396929,560,43,137,167,38,17,128,2
PET CF,South,846,6925,49424739,975,75,239,291,66,30,223,2
PET CF,Central,72,586,4177399,82,6,20,25,6,3,19,2
PET CF,North,188,1542,10983275,217,17,53,65,15,7,50,2
PET CF,North,170,1390,9903723,195,15,48,58,13,6,45,2
PET CF,South,2819,15911,86125700,2825,248,436,970,219,171,573,2
PET CF,South,653,3677,19935595,654,58,101,224,51,40,133,2
PET CF,South,1161,6549,35476521,1164,102,180,399,90,70,236,2
PET CF,Central,56,318,1718586,56,5,9,19,4,3,11,2
PET CF,South,2063,16890,121198082,2347,182,576,710,160,73,543,2
PET CF,South,805,6586,47308328,916,71,225,277,62,29,212,2
PET CF,South,787,6438,46222408,895,69,220,271,61,28,207,2
PET CF,Central,141,1152,8262432,160,12,39,48,11,5,37,2
PET CF,South,3289,26930,242663126,3810,290,921,1132,255,79,867,2
PET CF,South,1086,8880,80097210,1258,96,304,373,84,26,286,2
PET CF,South,3153,25798,232584275,3652,278,882,1085,244,75,831,2
PET CF,Central,176,1441,12983930,204,16,49,61,14,4,46,2
PET CF,North,547,4487,40374685,634,48,153,188,42,13,144,2
PET CF,North,242,1984,17845493,280,21,68,83,19,6,64,2
PMX,South,2,30,257588,2,0,1,1,0,0,0,2
PMX,South,7,134,1159144,10,1,4,2,1,0,2,2
PMX,South,3,60,515175,5,0,2,1,0,0,1,2
PMX,North,2,45,386381,3,0,1,1,0,0,1,2
CAN CF,South,4700,23034,88325026,7239,414,732,1617,364,433,764,2
CAN CF,South,1422,6958,26728552,2190,125,221,489,110,131,231,2
CAN CF,South,956,4682,17970043,1473,84,149,329,74,88,156,2
CAN CF,Central,579,2837,10872631,891,51,90,199,45,53,94,2
CAN CF,North,243,1196,4575566,375,21,38,84,19,22,40,2
CAN CF,North,103,505,1932913,158,9,16,35,8,9,17,2
CAN CF,South,474,2695,13372971,766,42,74,163,37,44,77,2
CAN CF,South,162,917,4555876,261,14,25,56,13,15,26,2
CAN CF,South,39,224,1110636,64,3,6,14,3,4,6,2
CAN CF,Central,84,480,2379935,136,7,13,29,7,8,14,2
CAN CF,North,120,682,3377242,193,11,19,41,9,11,19,2
CAN CF,North,54,307,1518625,87,5,8,19,4,5,9,2
PET CF,South,1262,7121,38820500,1409,111,270,434,98,12,186,2
PET CF,South,232,1309,7145939,259,20,50,80,18,2,34,2
PET CF,South,112,630,3436974,125,10,24,38,9,1,16,2
PET CF,Central,149,844,4599117,167,13,32,51,12,1,22,2
PET CF,North,543,3072,16715069,607,48,116,187,42,5,80,2
PET CF,North,58,327,1780302,65,5,12,20,4,1,9,2
CAN CF,Central,1,4,18096,1,0,0,0,0,0,0,2
PET CF,South,9446,72161,321757239,10915,832,2027,3250,732,548,2244,2
PET CF,South,1616,12332,55049668,1867,142,347,556,125,94,384,2
PET CF,South,1245,9504,42402754,1438,110,267,428,97,72,296,2
PET CF,Central,1398,10686,47631240,1616,123,300,481,108,81,332,2
PET CF,North,260,1992,8869265,301,23,56,90,20,15,62,2
PET CF,North,69,529,2354188,80,6,15,24,5,4,16,2
PET CF,South,4713,32318,134744647,5211,415,781,1621,365,209,820,2
PET CF,South,2330,15955,66602682,2576,205,386,801,181,104,405,2
PET CF,South,2005,13740,57321039,2217,177,332,690,155,89,349,2
PET CF,Central,1532,10507,43789139,1694,135,254,527,119,68,267,2
PET CF,North,483,3317,13807593,534,43,80,166,37,21,84,2
PET CF,North,47,326,1355487,52,4,8,16,4,2,8,2
PET CF,South,937,6168,0,29,5439,0,157,73,21,69,2
PET CF,South,125,819,0,4,723,0,21,10,3,9,2
PET CF,South,148,973,0,5,858,0,25,11,3,11,2
PET CF,Central,88,577,0,3,508,0,15,7,2,6,2
PET CF,North,92,609,0,3,536,0,15,7,2,7,2
PET CF,North,25,164,0,1,145,0,4,2,1,2,2
PET CF,South,565,3719,0,17,3286,0,95,44,12,41,2
PET CF,South,90,592,0,3,524,0,15,7,2,7,2
PET CF,South,113,745,0,4,659,0,19,9,3,8,2
PET CF,Central,65,429,0,2,379,0,11,5,1,5,2
PET CF,North,63,419,0,2,369,0,11,5,1,5,2
PET CF,North,11,74,0,0,65,0,2,1,0,1,2
Water,South,27948,93219,1737329,20484,3610,3731,9615,2167,1558,5548,2
Water,South,8079,26879,502231,5922,1044,1079,2780,626,450,1604,2
Water,South,7445,24800,462818,5457,962,994,2561,577,415,1478,2
Water,Central,2745,9164,170641,2012,355,366,944,213,153,545,2
Water,North,4855,16251,301819,3559,627,648,1670,376,271,964,2
Water,North,1919,6425,119289,1406,248,256,660,149,107,381,2
Water,South,62989,242133,5527759,50268,8136,11135,21670,4884,2778,14191,2
Water,South,13897,53305,1219615,11091,1795,2457,4781,1077,613,3131,2
Water,South,11242,43167,986609,8972,1452,1987,3868,872,496,2533,2
Water,Central,6140,23621,538862,4900,793,1085,2112,476,271,1383,2
Water,North,6966,26861,611359,5560,900,1231,2397,540,307,1569,2
Water,North,2826,10901,248027,2255,365,500,972,219,125,637,2
Water,South,33661,129396,2584788,31785,6934,10460,11580,2610,2127,6133,2
Water,South,4236,16247,325258,4000,873,1316,1457,328,268,772,2
Water,South,2669,10247,204929,2520,550,829,918,207,169,486,2
Water,Central,3578,13766,274782,3379,737,1112,1231,277,226,652,2
Water,North,7102,27385,545368,6706,1463,2207,2443,551,449,1294,2
Water,North,763,2941,58560,720,157,237,262,59,48,139,2
Water,South,43778,134024,0,52415,10275,16356,15061,3394,6831,5303,2
Water,South,9180,28025,0,10991,2154,3430,3158,712,1432,1112,2
Water,South,5120,15651,0,6130,1202,1913,1761,397,799,620,2
Water,Central,4980,15260,0,5962,1169,1861,1713,386,777,603,2
Water,North,13077,40188,0,15657,3069,4886,4499,1014,2041,1584,2
Water,North,1812,5571,0,2170,425,677,623,140,283,220,2
CAN CF,South,9593,75168,418181083,15127,845,1201,3300,744,102,1960,2
CAN CF,South,2550,19957,111148315,4021,225,319,877,198,27,521,2
CAN CF,South,1602,12542,69813612,2525,141,200,551,124,17,327,2
CAN CF,Central,878,6878,38252114,1384,77,110,302,68,9,179,2
CAN CF,North,1280,10045,55801849,2019,113,160,440,99,14,262,2
CAN CF,North,478,3753,20842499,754,42,60,164,37,5,98,2
CAN CF,South,2121,14127,75951516,3440,187,569,1104,164,31,981,2
CAN CF,South,851,5662,30478459,1380,75,228,443,66,13,394,2
CAN CF,South,709,4718,25384326,1150,62,190,369,55,10,328,2
CAN CF,Central,978,6518,35025765,1586,86,262,509,76,14,452,2
CAN CF,North,640,4269,22909210,1038,56,172,333,50,9,296,2
CAN CF,North,338,2258,12116554,549,30,91,176,26,5,156,2
PET CF,South,26526,207842,1154414576,25143,2337,4090,9126,2057,515,3804,2
PET CF,South,11142,87206,484896789,10561,982,1718,3833,864,216,1598,2
PET CF,South,14347,112348,624368003,13599,1264,2212,4936,1112,279,2057,2
PET CF,Central,1659,13007,72218671,1573,146,256,571,129,32,238,2
PET CF,North,3774,29613,164231903,3577,333,582,1298,293,73,541,2
PET CF,North,410,3216,17836089,388,36,63,141,32,8,59,2
PET CF,South,4001,26653,143015442,3827,353,722,1376,310,100,1034,2
PET CF,South,1045,6950,37340847,999,92,189,359,81,26,270,2
PET CF,South,788,5248,28177977,754,69,142,271,61,20,204,2
PET CF,Central,297,1982,10627778,284,26,54,102,23,7,77,2
PET CF,North,1384,9234,49462260,1323,122,250,476,107,34,358,2
PET CF,North,376,2510,13442705,360,33,68,129,29,9,97,2
PET CF,South,833,6040,32466128,929,73,152,287,65,167,358,2
PET CF,South,165,1193,6418087,184,15,30,57,13,33,71,2
PET CF,South,153,1106,5948470,170,13,28,53,12,31,66,2
PET CF,Central,26,186,1001848,29,2,5,9,2,5,11,2
PET CF,North,237,1721,9235783,264,21,43,82,18,48,102,2
PET CF,North,43,309,1659311,47,4,8,15,3,9,18,2
CAN HF,South,601,4710,25491039,997,53,137,207,47,14,181,2
CAN HF,South,316,2472,13393018,524,28,72,109,24,7,95,2
CAN HF,South,126,988,5350392,209,11,29,43,10,3,38,2
CAN HF,Central,129,1014,5486707,214,11,30,45,10,3,39,2
CAN HF,North,1347,10569,57116284,2233,119,308,463,104,32,405,2
CAN HF,North,715,5613,30330247,1186,63,163,246,55,17,215,2
CAN HF,Central,10,82,541282,18,1,2,4,1,1,3,2
CAN HF,North,874,6855,45259387,1472,77,205,301,68,54,274,2
CAN HF,North,427,3349,22109231,719,38,100,147,33,26,134,2
PET HF,South,441,3370,20392755,503,39,128,152,34,14,69,2
PET HF,South,227,1735,10512112,259,20,66,78,18,7,35,2
PET HF,South,133,1012,6128970,151,12,38,46,10,4,21,2
PET HF,Central,181,1382,8357686,206,16,52,62,14,6,28,2
PET HF,North,734,5620,33950779,838,65,213,253,57,24,114,2
PET HF,North,370,2835,17123971,423,33,107,127,29,12,58,2
PET HF,South,8896,73183,534557614,10687,784,3009,3060,690,134,1250,2
PET HF,South,579,4755,34767974,695,51,196,199,45,9,81,2
PET HF,South,404,3324,24289294,486,36,137,139,31,6,57,2
PET HF,Central,268,2202,16080188,321,24,91,92,21,4,38,2
PET HF,North,930,7660,55870204,1117,82,315,320,72,14,131,2
PET HF,North,361,2973,21681696,433,32,122,124,28,5,51,2
PET HF,South,2942,25354,194269774,4380,259,860,1012,228,1269,333,2
PET HF,South,762,6559,50305312,1134,67,223,262,59,329,86,2
PET HF,South,454,3911,29981540,676,40,133,156,35,196,51,2
PET HF,Central,231,1995,15282626,345,20,68,80,18,100,26,2
PET HF,North,12,104,795970,18,1,4,4,1,5,1,2
PET HF,North,23,201,1538875,35,2,7,8,2,10,3,2
PET HF,South,1456,11124,82373679,1690,128,386,501,113,0,161,2
PET HF,South,176,1343,9955759,204,16,47,61,14,0,19,2
PET HF,South,119,908,6728093,138,10,32,41,9,0,13,2
PET HF,Central,121,921,6819013,140,11,32,41,9,0,13,2
CAN HF,South,718,5067,25284310,1336,63,71,247,56,33,107,2
CAN HF,South,114,804,4016076,212,10,11,39,9,5,17,2
CAN HF,South,55,391,1951473,103,5,5,19,4,3,8,2
CAN HF,Central,27,193,961596,51,2,3,9,2,1,4,2
CAN HF,North,693,4894,24379279,1288,61,69,238,54,32,103,2
PET HF,South,3216,23059,155410190,4160,283,1552,1106,249,142,498,2
PET HF,South,790,5657,38172968,1022,70,381,272,61,35,122,2
PET HF,South,634,4543,30639340,820,56,306,218,49,28,98,2
PET HF,Central,97,697,4698809,126,9,47,33,8,4,15,2
PET HF,North,592,4253,28620018,766,52,286,204,46,26,92,2
PET HF,North,84,600,4038646,108,7,40,29,6,4,13,2
PET HF,South,641,3519,18519329,755,57,275,221,50,65,68,2
PET HF,South,396,2171,11441139,466,35,170,136,31,40,42,2
PET HF,South,113,621,3272213,133,10,49,39,9,11,12,2
PET HF,South,1441,10331,63546230,1812,127,533,496,112,117,223,2
PET HF,South,407,2912,17933291,511,36,151,140,32,33,63,2
PET HF,South,529,3789,23320368,665,47,196,182,41,43,82,2
PET HF,North,660,4738,29097297,830,58,244,227,51,54,102,2
PET HF,North,170,1218,7478112,213,15,63,58,13,14,26,2
PMX,South,76,1745,14066766,106,7,31,26,6,0,9,2
PMX,South,2,55,444214,3,0,1,1,0,0,0,2
PMX,Central,2,37,296143,2,0,1,1,0,0,0,2
PMX,South,100,1915,18973395,139,9,41,35,8,0,11,2
PMX,South,5,92,910723,7,0,2,2,0,0,1,2
PMX,South,5,92,910723,7,0,2,2,0,0,1,2
PET HF,South,43,371,1893265,64,4,16,27,3,5,8,2
PET HF,South,156,1330,6801730,232,14,58,96,12,16,29,2
PET HF,South,8,69,350605,12,1,3,5,1,1,1,2
PET HF,Central,51,439,2243870,76,5,19,32,4,5,9,2
PET HF,North,117,996,5083768,173,10,43,71,9,12,21,2
PET HF,North,51,433,2208809,75,4,19,31,4,5,9,2
PET HF,South,160,1366,6931242,237,14,59,98,12,17,29,2
PET HF,South,333,2838,14419770,494,29,123,204,26,35,61,2
PET HF,South,86,734,3726849,128,8,32,53,7,9,16,2
PET HF,Central,46,391,1985330,68,4,17,28,4,5,8,2
PET HF,North,152,1299,6582939,226,13,56,93,12,16,28,2
PET HF,North,52,447,2263973,78,5,19,32,4,5,10,2
PET HF,South,2143,14696,59440706,2723,189,1149,737,166,192,398,2
PET HF,South,808,5531,22398917,1026,71,433,278,63,72,150,2
PET HF,South,656,4494,18186582,833,58,352,226,51,59,122,2
PET HF,Central,456,3126,12637001,579,40,244,157,35,41,85,2
PET HF,North,779,5349,21596567,990,69,418,268,60,70,145,2
PET HF,North,493,3390,13684513,627,43,265,170,38,44,92,2
PET HF,South,2890,19815,78346473,3686,255,1149,994,224,259,537,2
PET HF,South,1046,7166,28366827,1335,92,416,360,81,94,195,2
PET HF,South,1129,7737,30610900,1440,99,449,388,88,101,210,2
PET HF,Central,604,4146,16383912,771,53,240,208,47,54,112,2
PET HF,North,944,6486,25599862,1205,83,376,325,73,84,176,2
PET HF,North,606,4163,16427486,773,53,241,208,47,54,113,2
PET HF,South,6291,35755,158661354,7165,554,2354,2164,488,556,1216,2
PET HF,South,4600,26103,116001736,5238,405,1721,1582,357,406,889,2
PET HF,South,5559,31566,140178897,6330,490,2080,1912,431,491,1074,2
PET HF,Central,463,2632,11673131,527,41,173,159,36,41,89,2
PET HF,North,3083,17560,77760073,3512,272,1154,1061,239,272,596,2
PET HF,North,364,2074,9180431,415,32,136,125,28,32,70,2
PET HF,South,25192,182603,825908442,30373,2220,11632,8667,1953,2442,2877,2
PET HF,South,8490,61467,278341341,10236,748,3920,2921,658,823,970,2
PET HF,South,8145,59005,267039075,9820,718,3761,2802,632,790,930,2
PET HF,Central,436,3164,14305665,526,38,201,150,34,42,50,2
PET HF,North,1683,12217,55167702,2029,148,777,579,130,163,192,2
PET HF,North,452,3279,14806232,544,40,209,155,35,44,52,2
PET HF,South,2755,15656,72735348,3249,243,1278,948,214,281,891,2
PET HF,South,933,5294,24634113,1100,82,433,321,72,95,302,2
PET HF,South,313,1775,8253807,369,28,145,108,24,32,101,2
PET HF,Central,212,1206,5601555,250,19,98,73,16,22,69,2
PET HF,North,1351,7693,35667480,1593,119,627,465,105,138,437,2
PET HF,North,279,1588,7362650,329,25,129,96,22,28,90,2
